scenario,run_id,label_kind,label_definition,window_size,som_width,som_height,window_count,quantization_error,mean_cell_run_length,nearby_transition_proportion,transition_window_fraction,purity,adjusted_rand_index,ari,normalized_mutual_information,nmi,balanced_accuracy,mean_cell_entropy,empty_cell_rate,nearby_transition_rate,warning_precision,warning_recall,median_lead_time_minutes
manufacturing,manufacturing-golden-20260826,endpoint,endpoint,4,3,3,44,1.575861,3.3846153846153846,1.0,0.8863636363636364,0.6363636363636364,0.17413202605600697,0.17413202605600697,0.5089983578627207,0.5089983578627207,0.5651709401709402,1.1761046809512372,0.1111111111111111,1.0,0.2,0.25,0.3333333333333333
manufacturing,manufacturing-golden-20260826,majority,majority,4,3,3,44,1.575861,3.3846153846153846,1.0,0.8863636363636364,0.7045454545454546,0.27232474053712136,0.27232474053712136,0.5528198830459382,0.5528198830459382,0.6090909090909091,0.8956173993535999,0.1111111111111111,1.0,0.2,0.25,0.3333333333333333
